job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,salary_min,salary_max,average_salary,posted_year,posted_month,posted_quarter,posted_day_of_week,city,country_code,skill_count,tool_count,has_python,has_sql,has_r,has_excel,has_pandas,has_numpy,has_scikit_learn,has_tensorflow,has_pytorch,has_keras,has_huggingface,has_langchain,has_fastapi,has_flask,has_powerbi,has_mlflow,has_cuda,has_aws,has_azure,has_gcp,has_bigquery,has_kdb,has_reinforcement_learning,has_cloud,has_deep_learning,has_nlp_related,experience_level_num,company_size_num,salary_level
1720,Grimes-Cruz,Healthcare,Data Analyst,"Scikit-learn, Hugging Face, LangChain",Entry,Contract,"West Nicolefurt, US",145486-222351,2024-10-03,Large,"PyTorch, KDB+, LangChain",145486,222351,183918.5,2024,10,4,Thursday,West Nicolefurt,US,3,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,Very High
1721,"Spence, Mcconnell and Fleming",Automotive,Data Analyst,"AWS, PyTorch, C++, FastAPI",Senior,Full-time,"Garrettville, NR",73608-161245,2024-11-06,Large,"FastAPI, LangChain, MLflow",73608,161245,117426.5,2024,11,4,Wednesday,Garrettville,NR,4,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,3,3,Medium
1722,Rush Inc,Finance,AI Researcher,"Python, Scikit-learn, Pandas",Mid,Full-time,"North Mary, BA",126809-151152,2025-02-24,Mid,TensorFlow,126809,151152,138980.5,2025,2,1,Monday,North Mary,BA,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,High
1723,Davis PLC,Automotive,Computer Vision Engineer,"C++, Pandas, NumPy, R",Entry,Full-time,"Lake Paulside, TH",64760-118946,2024-07-29,Mid,"BigQuery, LangChain",64760,118946,91853.0,2024,7,3,Monday,Lake Paulside,TH,4,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,Medium
1724,Beard Group,Retail,Data Scientist,"FastAPI, Scikit-learn, CUDA",Entry,Full-time,"Williamchester, BG",52280-123227,2025-06-19,Mid,"LangChain, KDB+, BigQuery",52280,123227,87753.5,2025,6,2,Thursday,Williamchester,BG,3,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,Medium
1725,Johnson-Marshall,Healthcare,Data Analyst,"Reinforcement Learning, C++, GCP, AWS, FastAPI",Senior,Internship,"New Timothy, KG",68612-166635,2025-06-08,Startup,"Scikit-learn, FastAPI",68612,166635,117623.5,2025,6,2,Sunday,New Timothy,KG,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,3,1,Medium
1726,Adams and Sons,Retail,AI Product Manager,"R, Hugging Face, Flask, NumPy, Keras, C++",Entry,Internship,"Duncanhaven, KH",138615-197243,2023-10-17,Mid,KDB+,138615,197243,167929.0,2023,10,4,Tuesday,Duncanhaven,KH,6,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,Very High
1727,"Baker, Lawson and Newton",E-commerce,AI Product Manager,"MLflow, TensorFlow, Power BI, CUDA, NumPy, PyTorch",Entry,Internship,"Perezstad, PW",121197-202610,2023-09-29,Startup,BigQuery,121197,202610,161903.5,2023,9,3,Friday,Perezstad,PW,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,Very High
1728,Chandler Group,Tech,AI Product Manager,"PyTorch, Scikit-learn, C++",Mid,Internship,"New Abigail, SD",134410-177448,2023-09-27,Large,MLflow,134410,177448,155929.0,2023,9,3,Wednesday,New Abigail,SD,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,High
1729,Hensley LLC,Healthcare,Quant Researcher,"Power BI, Hugging Face, NumPy, R, PyTorch, Keras",Entry,Internship,"Johnstad, CH",80993-138061,2023-11-28,Mid,KDB+,80993,138061,109527.0,2023,11,4,Tuesday,Johnstad,CH,6,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,Medium
1730,"Burke, Mitchell and Wright",Education,NLP Engineer,"Power BI, Hugging Face, Keras",Mid,Internship,"Flemingmouth, TM",77685-142876,2024-09-29,Large,"LangChain, TensorFlow, MLflow",77685,142876,110280.5,2024,9,3,Sunday,Flemingmouth,TM,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,3,Medium
1731,Hernandez Ltd,Retail,AI Product Manager,"Flask, GCP, MLflow, Pandas",Mid,Full-time,"New Nicoleview, KM",125294-146737,2024-08-29,Startup,"BigQuery, PyTorch",125294,146737,136015.5,2024,8,3,Thursday,New Nicoleview,KM,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2,1,High
1732,Meadows and Sons,Healthcare,Data Analyst,"Pandas, Power BI, MLflow, Python, AWS",Senior,Internship,"New Michaelland, IR",127211-147416,2025-03-20,Startup,"MLflow, KDB+",127211,147416,137313.5,2025,3,1,Thursday,New Michaelland,IR,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,3,1,High
1733,Barr PLC,Healthcare,ML Engineer,"TensorFlow, LangChain, AWS",Senior,Full-time,"New Chaseberg, PK",122827-192222,2024-05-27,Startup,"TensorFlow, KDB+, FastAPI",122827,192222,157524.5,2024,5,2,Monday,New Chaseberg,PK,3,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,3,1,High
1734,Marshall Inc,Healthcare,Data Scientist,"CUDA, Hugging Face, Python",Entry,Remote,"Port James, IE",76718-113040,2023-11-07,Mid,"FastAPI, PyTorch, TensorFlow",76718,113040,94879.0,2023,11,4,Tuesday,Port James,IE,3,3,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,Medium
1735,"Steele, Sherman and Liu",E-commerce,Data Scientist,"R, Python, LangChain, FastAPI",Entry,Full-time,"Stuartchester, PS",69019-161590,2025-05-15,Large,"BigQuery, FastAPI, PyTorch",69019,161590,115304.5,2025,5,2,Thursday,Stuartchester,PS,4,3,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,Medium
1736,"Crane, Johnson and Robinson",Automotive,AI Product Manager,"Keras, Excel, GCP",Entry,Remote,"Ericside, BI",118645-155704,2025-03-03,Startup,"KDB+, FastAPI, MLflow",118645,155704,137174.5,2025,3,1,Monday,Ericside,BI,3,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,High
1737,Ferguson PLC,Automotive,Quant Researcher,"Reinforcement Learning, Excel, NumPy, PyTorch, Pandas, SQL",Entry,Internship,"Johnsonmouth, TN",92698-140658,2024-03-21,Large,"FastAPI, LangChain",92698,140658,116678.0,2024,3,1,Thursday,Johnsonmouth,TN,6,2,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,Medium
1738,Marshall Group,Healthcare,Data Analyst,"Pandas, Power BI, SQL",Senior,Remote,"Zacharyside, PG",136382-182715,2025-02-14,Startup,"KDB+, LangChain",136382,182715,159548.5,2025,2,1,Friday,Zacharyside,PG,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,High
1739,"Williams, Brown and Howard",Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Mid,Full-time,"Owensborough, GE",149696-227014,2024-08-22,Large,"LangChain, FastAPI, TensorFlow",149696,227014,188355.0,2024,8,3,Thursday,Owensborough,GE,3,3,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,Very High
1740,"Miller, Waters and Clark",Education,ML Engineer,"Power BI, CUDA, AWS",Entry,Remote,"Lake John, CO",71669-113847,2023-12-21,Mid,"Scikit-learn, BigQuery, KDB+",71669,113847,92758.0,2023,12,4,Thursday,Lake John,CO,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,2,Medium
1741,Montgomery Inc,Healthcare,Data Analyst,"Flask, TensorFlow, C++",Senior,Internship,"West Coreyton, VE",119078-145795,2024-03-15,Large,"KDB+, FastAPI, PyTorch",119078,145795,132436.5,2024,3,1,Friday,West Coreyton,VE,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,High
1742,Middleton and Sons,Healthcare,Data Scientist,"Scikit-learn, Python, Hugging Face, Pandas, Keras, MLflow",Senior,Full-time,"Lake Melissa, LY",126591-151914,2023-12-14,Mid,"BigQuery, MLflow",126591,151914,139252.5,2023,12,4,Thursday,Lake Melissa,LY,6,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,2,High
1743,Allen Ltd,Tech,Quant Researcher,"LangChain, SQL, PyTorch, Excel",Mid,Internship,"Cantrellmouth, AE",121727-184486,2024-09-21,Mid,KDB+,121727,184486,153106.5,2024,9,3,Saturday,Cantrellmouth,AE,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,High
1744,Scott-Norris,Finance,NLP Engineer,"Python, MLflow, PyTorch, FastAPI",Senior,Full-time,"Lauramouth, FR",90376-118923,2025-02-13,Startup,"TensorFlow, FastAPI, KDB+",90376,118923,104649.5,2025,2,1,Thursday,Lauramouth,FR,4,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,Medium
1745,Ramos Ltd,Retail,Computer Vision Engineer,"Scikit-learn, Flask, PyTorch, SQL",Senior,Remote,"West Tyler, CN",132851-157092,2023-09-26,Large,"BigQuery, TensorFlow",132851,157092,144971.5,2023,9,3,Tuesday,West Tyler,CN,4,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,High
1746,Daniel-Williams,Tech,AI Researcher,"Keras, Pandas, AWS, SQL",Mid,Full-time,"West Raymondshire, SK",134738-212228,2025-07-22,Mid,BigQuery,134738,212228,173483.0,2025,7,3,Tuesday,West Raymondshire,SK,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,2,Very High
1747,Lowery-Henry,Healthcare,AI Researcher,"NumPy, Scikit-learn, SQL, LangChain, C++",Senior,Internship,"Jacobschester, KH",107785-120214,2024-04-03,Startup,"Scikit-learn, LangChain",107785,120214,113999.5,2024,4,2,Wednesday,Jacobschester,KH,5,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,Medium
1748,"Gutierrez, Salazar and Rowe",Tech,Data Analyst,"MLflow, Keras, CUDA, FastAPI, Flask",Mid,Remote,"West Scott, ER",125072-185338,2023-12-07,Large,TensorFlow,125072,185338,155205.0,2023,12,4,Thursday,West Scott,ER,5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,2,3,High
1749,Parker Ltd,E-commerce,Data Analyst,"Pandas, R, AWS, TensorFlow, NumPy, Reinforcement Learning",Mid,Internship,"West Amandafort, AR",117423-185384,2024-09-22,Startup,"FastAPI, TensorFlow",117423,185384,151403.5,2024,9,3,Sunday,West Amandafort,AR,6,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,High
1750,"Montes, Graham and Leach",Healthcare,Data Scientist,"LangChain, Power BI, Azure, C++, Scikit-learn, TensorFlow",Entry,Contract,"Lake Michelle, CH",82983-154304,2025-02-04,Startup,"Scikit-learn, BigQuery",82983,154304,118643.5,2025,2,1,Tuesday,Lake Michelle,CH,6,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,Medium
1751,"King, Stevens and Schmidt",Education,ML Engineer,"Power BI, LangChain, Python, Reinforcement Learning, TensorFlow, PyTorch",Senior,Internship,"Donnaton, AD",44946-127238,2024-06-04,Large,"Scikit-learn, MLflow",44946,127238,86092.0,2024,6,2,Tuesday,Donnaton,AD,6,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,3,Medium
1752,Barron-Zuniga,Tech,Data Analyst,"GCP, Keras, Flask",Senior,Remote,"Stevenstad, SD",138174-196751,2025-03-25,Large,KDB+,138174,196751,167462.5,2025,3,1,Tuesday,Stevenstad,SD,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,3,3,Very High
1753,"Caldwell, Silva and Edwards",Tech,NLP Engineer,"SQL, Flask, Azure, LangChain",Entry,Internship,"Lake Keith, RO",141056-174505,2024-12-12,Mid,Scikit-learn,141056,174505,157780.5,2024,12,4,Thursday,Lake Keith,RO,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,High
1754,Bell and Sons,Retail,NLP Engineer,"SQL, Python, C++, MLflow, CUDA",Mid,Full-time,"Lake Kathy, HR",56727-128729,2023-12-14,Startup,PyTorch,56727,128729,92728.0,2023,12,4,Thursday,Lake Kathy,HR,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,Medium
1755,Lee Inc,E-commerce,AI Researcher,"TensorFlow, PyTorch, LangChain",Mid,Internship,"Allenchester, NI",118148-188104,2025-04-23,Startup,KDB+,118148,188104,153126.0,2025,4,2,Wednesday,Allenchester,NI,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,High
1756,Schroeder Group,Education,AI Researcher,"C++, TensorFlow, AWS",Entry,Contract,"East Kevinfurt, CY",139066-166070,2024-04-26,Large,"PyTorch, MLflow",139066,166070,152568.0,2024,4,2,Friday,East Kevinfurt,CY,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,3,High
1757,Fields PLC,Automotive,Data Scientist,"FastAPI, Excel, Pandas",Mid,Full-time,"South Bethhaven, BT",108653-184973,2024-10-24,Large,"Scikit-learn, TensorFlow",108653,184973,146813.0,2024,10,4,Thursday,South Bethhaven,BT,3,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,High
1758,"Hawkins, Holland and Peters",Healthcare,Computer Vision Engineer,"FastAPI, PyTorch, Excel, SQL",Entry,Internship,"Lake Nicoleberg, FM",89361-142061,2024-03-10,Mid,PyTorch,89361,142061,115711.0,2024,3,1,Sunday,Lake Nicoleberg,FM,4,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Medium
1759,Robertson and Sons,Healthcare,ML Engineer,"GCP, PyTorch, Power BI, TensorFlow",Entry,Contract,"East Christine, BW",63877-154660,2025-07-24,Large,"TensorFlow, MLflow",63877,154660,109268.5,2025,7,3,Thursday,East Christine,BW,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,3,Medium
1760,"Harrison, Marquez and Bailey",Healthcare,Data Scientist,"PyTorch, GCP, Reinforcement Learning, Excel, C++",Senior,Contract,"Nunezmouth, UY",126539-221782,2024-12-31,Startup,"MLflow, TensorFlow, BigQuery",126539,221782,174160.5,2024,12,4,Tuesday,Nunezmouth,UY,5,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,3,1,Very High
1761,Chen-Erickson,Finance,Data Scientist,"FastAPI, SQL, GCP, AWS",Senior,Internship,"Williamsmouth, GT",148786-200150,2024-12-06,Startup,"BigQuery, KDB+, PyTorch",148786,200150,174468.0,2024,12,4,Friday,Williamsmouth,GT,4,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,3,1,Very High
1762,Copeland-Mitchell,Finance,ML Engineer,"TensorFlow, Scikit-learn, Flask, NumPy, SQL, LangChain",Entry,Remote,"Bradleyport, AR",119811-192662,2024-08-13,Large,"Scikit-learn, PyTorch",119811,192662,156236.5,2024,8,3,Tuesday,Bradleyport,AR,6,2,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,High
1763,"Marsh, Foster and Taylor",Retail,Quant Researcher,"NumPy, GCP, Flask, TensorFlow",Entry,Contract,"Kathyside, SK",81526-98544,2024-01-03,Large,LangChain,81526,98544,90035.0,2024,1,1,Wednesday,Kathyside,SK,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3,Medium
1764,Benson PLC,Healthcare,AI Product Manager,"TensorFlow, PyTorch, Pandas, Excel, Scikit-learn, MLflow",Senior,Contract,"West Angelastad, FJ",121033-138940,2025-05-08,Startup,"MLflow, KDB+",121033,138940,129986.5,2025,5,2,Thursday,West Angelastad,FJ,6,2,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,High
1765,"Williams, Thomas and Mueller",Education,Data Analyst,"Flask, Keras, GCP, Python, R, C++",Mid,Internship,"New Stacybury, UZ",72934-95192,2024-07-29,Startup,PyTorch,72934,95192,84063.0,2024,7,3,Monday,New Stacybury,UZ,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,1,Medium
1766,"Bartlett, Hodge and Jones",Tech,Quant Researcher,"Pandas, FastAPI, PyTorch, CUDA, Azure",Mid,Full-time,"Lake Jordan, GD",44039-63263,2024-02-01,Startup,"FastAPI, TensorFlow, KDB+",44039,63263,53651.0,2024,2,1,Thursday,Lake Jordan,GD,5,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,2,1,Low
1767,Baldwin LLC,Healthcare,AI Product Manager,"Keras, Azure, Excel, MLflow, FastAPI, Hugging Face",Entry,Remote,"Comptonstad, UA",46970-125252,2025-03-14,Mid,"Scikit-learn, BigQuery, FastAPI",46970,125252,86111.0,2025,3,1,Friday,Comptonstad,UA,6,3,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,2,Medium
1768,Mcbride Inc,Tech,Computer Vision Engineer,"TensorFlow, SQL, NumPy, Flask, Scikit-learn, Hugging Face",Entry,Contract,"Lake Joshuabury, LB",118416-199499,2024-09-27,Mid,"BigQuery, Scikit-learn, PyTorch",118416,199499,158957.5,2024,9,3,Friday,Lake Joshuabury,LB,6,3,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,High
1769,Colon LLC,E-commerce,AI Product Manager,"Reinforcement Learning, Pandas, AWS, PyTorch, Azure, C++",Entry,Remote,"Lake Brian, ZM",65640-83693,2024-07-11,Startup,"LangChain, BigQuery, KDB+",65640,83693,74666.5,2024,7,3,Thursday,Lake Brian,ZM,6,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,Low
1770,"Ashley, Boone and Stein",Education,Computer Vision Engineer,"Hugging Face, FastAPI, GCP, Pandas, SQL",Mid,Contract,"Jasminville, SA",81177-94986,2024-05-31,Large,"Scikit-learn, LangChain",81177,94986,88081.5,2024,5,2,Friday,Jasminville,SA,5,2,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3,Medium
1771,"Wilson, Taylor and Watts",Tech,Computer Vision Engineer,"NumPy, Python, Excel",Mid,Internship,"Lake Edward, IE",103151-196428,2024-12-16,Startup,"BigQuery, MLflow, LangChain",103151,196428,149789.5,2024,12,4,Monday,Lake Edward,IE,3,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,High
1772,Hodge-Fernandez,Automotive,Computer Vision Engineer,"Hugging Face, LangChain, Azure, C++",Entry,Internship,"New Alanville, BB",117069-178784,2023-12-08,Startup,"TensorFlow, FastAPI, PyTorch",117069,178784,147926.5,2023,12,4,Friday,New Alanville,BB,4,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,High
1773,"Roman, Moody and Larson",Education,Data Analyst,"CUDA, Hugging Face, GCP, FastAPI",Entry,Full-time,"Port Alisonville, AT",113673-155142,2024-05-29,Large,"BigQuery, TensorFlow, FastAPI",113673,155142,134407.5,2024,5,2,Wednesday,Port Alisonville,AT,4,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,3,High
1774,Waller-Buchanan,E-commerce,NLP Engineer,"MLflow, Python, Excel, NumPy, LangChain, Power BI",Senior,Full-time,"North Jonathan, MN",138749-165833,2025-01-21,Startup,"MLflow, LangChain, PyTorch",138749,165833,152291.0,2025,1,1,Tuesday,North Jonathan,MN,6,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,High
1775,Lane-Vaughn,Finance,Quant Researcher,"Python, GCP, Power BI, MLflow",Entry,Remote,"Maryville, GQ",100978-164897,2025-01-09,Large,"BigQuery, TensorFlow, PyTorch",100978,164897,132937.5,2025,1,1,Thursday,Maryville,GQ,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,3,High
1776,"Shaffer, Jones and Weaver",Automotive,Data Scientist,"GCP, AWS, Keras, Azure",Senior,Full-time,"Port Melissa, KE",108286-185587,2025-07-17,Mid,KDB+,108286,185587,146936.5,2025,7,3,Thursday,Port Melissa,KE,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,3,2,High
1777,Wilkinson Ltd,Finance,AI Researcher,"GCP, Excel, PyTorch",Entry,Internship,"Port Sabrinaburgh, KI",56159-125898,2024-03-20,Startup,"Scikit-learn, PyTorch",56159,125898,91028.5,2024,3,1,Wednesday,Port Sabrinaburgh,KI,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Medium
1778,Gomez PLC,Retail,Data Scientist,"NumPy, LangChain, FastAPI",Entry,Contract,"West Rhondabury, ES",77346-131068,2024-10-06,Startup,"LangChain, FastAPI",77346,131068,104207.0,2024,10,4,Sunday,West Rhondabury,ES,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Medium
1779,Gray-Thompson,Finance,Computer Vision Engineer,"CUDA, Azure, MLflow, NumPy",Mid,Remote,"Jenniferfurt, RW",50711-112317,2024-02-25,Mid,"FastAPI, Scikit-learn",50711,112317,81514.0,2024,2,1,Sunday,Jenniferfurt,RW,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2,Medium
1780,"Rubio, Lutz and Sanders",E-commerce,AI Product Manager,"PyTorch, Reinforcement Learning, Excel",Entry,Remote,"Trevinobury, IL",105715-122718,2024-01-23,Large,"MLflow, Scikit-learn",105715,122718,114216.5,2024,1,1,Tuesday,Trevinobury,IL,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,Medium
1781,Avila LLC,Retail,Data Scientist,"GCP, Excel, Scikit-learn, Azure",Mid,Full-time,"North Dominicmouth, MY",65347-115073,2024-05-08,Startup,"Scikit-learn, LangChain, MLflow",65347,115073,90210.0,2024,5,2,Wednesday,North Dominicmouth,MY,4,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,1,Medium
1782,Phillips Inc,Education,NLP Engineer,"GCP, PyTorch, NumPy, FastAPI, Excel, Pandas",Senior,Internship,"Davidberg, SZ",119430-197885,2025-05-02,Mid,"MLflow, TensorFlow",119430,197885,158657.5,2025,5,2,Friday,Davidberg,SZ,6,2,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,3,2,High
1783,"Page, Mccoy and Walsh",Healthcare,Data Scientist,"Python, Reinforcement Learning, Hugging Face",Mid,Remote,"Johnmouth, GT",148872-221944,2023-12-06,Mid,PyTorch,148872,221944,185408.0,2023,12,4,Wednesday,Johnmouth,GT,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,Very High
1784,Alvarado-Rhodes,E-commerce,Quant Researcher,"Azure, Flask, TensorFlow",Mid,Remote,"Danieltown, SB",59784-116141,2024-10-02,Mid,FastAPI,59784,116141,87962.5,2024,10,4,Wednesday,Danieltown,SB,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,2,Medium
1785,Green-Fleming,Healthcare,AI Product Manager,"LangChain, CUDA, TensorFlow, Reinforcement Learning, Excel, Scikit-learn",Senior,Full-time,"East Timothybury, GT",100903-151186,2024-12-28,Startup,MLflow,100903,151186,126044.5,2024,12,4,Saturday,East Timothybury,GT,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,3,1,High
1786,Miller-Walker,Education,Computer Vision Engineer,"Azure, Power BI, Flask",Mid,Full-time,"East Martha, WS",101903-111989,2023-12-30,Large,"BigQuery, MLflow, TensorFlow",101903,111989,106946.0,2023,12,4,Saturday,East Martha,WS,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,2,3,Medium
1787,"Thomas, Mccarthy and King",Retail,ML Engineer,"Azure, Reinforcement Learning, Flask, Scikit-learn",Entry,Contract,"New Christopherville, UY",147468-228501,2023-11-12,Mid,"BigQuery, MLflow, FastAPI",147468,228501,187984.5,2023,11,4,Sunday,New Christopherville,UY,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,2,Very High
1788,"Smith, King and Miller",Finance,Computer Vision Engineer,"Excel, Power BI, GCP, AWS, CUDA, C++",Senior,Full-time,"East Joanna, BY",127777-214097,2024-04-24,Mid,"Scikit-learn, TensorFlow",127777,214097,170937.0,2024,4,2,Wednesday,East Joanna,BY,6,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,3,2,Very High
1789,Mann PLC,Finance,AI Researcher,"LangChain, Power BI, Azure",Senior,Remote,"Schwartzport, LB",75757-96179,2024-08-03,Startup,"Scikit-learn, LangChain",75757,96179,85968.0,2024,8,3,Saturday,Schwartzport,LB,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,1,Medium
